,Unnamed: 0.1,Unnamed: 0,customer_id,first_name,last_name,email,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status,Phone,full_name,churn_score,churn_risk
312,312,312,EC-2023-000313,Linda,Anderson,linda_anderson@mail.com,Digital,Monthly,Yes,3.9,10,2,No,0.44,19.47,North America,Environment,0.59,0,Mobile,Auto,No Data,0.54,19,0.02,2023-11-15 05:54:16.426756,2024-11-14 05:54:16.426756,5,44,Female,Web,Debit Card,No,Active,+1-727-933-7033,Linda Anderson,5.0827366e-05,Low
313,313,313,EC-2024-000314,Robert,Campbell,robert_campbell@mail.com,Digital,Annual,Yes,1.58,13,1,No,0.41,8.49,Europe,Finance,0.51,1,Desktop,Manual,No Data,0.07,-41,0.04,2024-11-14 05:54:16.426759,2025-11-14 05:54:16.426759,3,61,Male,Web,PayPal,Yes,Active,+44-7732059324,Robert Campbell,0.00017658141,Low
314,314,314,EC-2025-000315,Elizabeth,Harris,elizabeth_harris@yahoo.com,Digital,Monthly,Yes,3.69,27,2,Yes,0.73,4.84,Others,Politics,0.76,0,Mobile,Auto,Newsletter Promo,0.02,4,-0.61,2025-04-04 05:54:16.426764,2026-04-04 05:54:16.426764,1,22,Female,Mobile App,Credit Card,No,Active,+30-3408919579,Elizabeth Harris,0.002480058,Low
315,315,315,EC-2022-000316,David,Jones,david_jones@icloud.com,Digital,Monthly,No,0.95,17,1,No,0.69,8.37,Europe,Technology,0.94,1,Mobile,Auto,No Data,0.13,33,-0.55,2022-10-07 05:54:16.426768,2023-10-07 05:54:16.426768,2,21,Male,Mobile App,PayPal,No,Cancelled,+44-7724303949,David Jones,0.9999256,Churned
316,316,316,EC-2025-000317,Edward,Davis,edward_davis@outlook.com,Digital,Monthly,No,4.27,26,0,No,0.83,10.06,Asia,Culture,0.58,1,Mobile,Manual,Survey,0.14,75,-0.06,2025-04-25 05:54:16.426772,2026-04-25 05:54:16.426772,1,24,Male,Mobile App,PayPal,No,Cancelled,+91-7028496646,Edward Davis,0.99607915,Churned
317,317,317,EC-2025-000318,Debra,Brown,debra_brown@yahoo.com,Digital+Print,Annual,Yes,1.15,27,1,No,0.25,12.26,Europe,Politics,0.43,0,Desktop,Auto,Newsletter Promo,0.43,5,-0.37,2025-04-26 05:54:16.426777,2026-04-26 05:54:16.426777,2,65,Female,Mobile App,PayPal,No,Active,+44-7911356868,Debra Brown,0.01584079,Medium
318,318,318,EC-2024-000319,Gary,Thompson,gary_thompson@outlook.com,Digital+Print,Monthly,Yes,3.83,24,1,No,0.61,7.63,Europe,Politics,0.49,0,Desktop,Manual,Retention Offer,0.33,-21,-0.02,2024-03-07 05:54:16.426781,2025-03-07 05:54:16.426781,5,20,Male,Web,PayPal,No,Active,+44-7521771073,Gary Thompson,0.00033957072,Low
319,319,319,EC-2024-000320,Ryan,Allen,ryan_allen@gmail.com,Espresso,Monthly,Yes,3.94,27,2,Yes,0.59,16.22,Asia,Politics,0.9,0,Tablet,Auto,No Data,0.38,62,0.43,2024-05-02 05:54:16.426785,2025-05-02 05:54:16.426785,4,38,Male,Web,Debit Card,No,Active,+91-8940462363,Ryan Allen,0.008933234,Low
320,320,320,EC-2022-000321,Frank,Flores,frank_flores@mail.com,Digital,Monthly,Yes,1.95,18,0,No,0.37,5.54,Europe,Technology,0.7,2,Mobile,Auto,Newsletter Promo,0.23,45,0.35,2022-11-05 05:54:16.426789,2023-11-05 05:54:16.426789,5,51,Male,Mobile App,Credit Card,No,Cancelled,+44-7071786084,Frank Flores,0.99450976,Churned
321,321,321,EC-2024-000322,Stephanie,Flores,stephanie_flores@yahoo.com,Digital,Monthly,Yes,3.87,23,3,Yes,0.49,3.04,Asia,Culture,0.62,2,Tablet,Manual,Retention Offer,0.19,-90,0.2,2024-04-25 05:54:16.426794,2025-04-25 05:54:16.426794,5,66,Other,Mobile App,Credit Card,No,Cancelled,+91-7070585156,Stephanie Flores,0.512172,Churned
322,322,322,EC-2023-000323,Michael,Perez,michael_perez@outlook.com,Digital,Annual,Yes,3.39,26,1,No,0.31,14.43,North America,Technology,0.4,1,Desktop,Auto,No Data,0.27,-50,0.42,2023-11-07 05:54:16.426798,2024-11-06 05:54:16.426798,5,26,Male,Web,PayPal,No,Active,+1-499-789-4562,Michael Perez,5.1725114e-05,Low
323,323,323,EC-2022-000324,Eric,Moore,eric_moore@icloud.com,Digital,Monthly,Yes,2.19,14,0,Yes,0.14,0.9,North America,Environment,0.61,1,Desktop,Manual,Survey,0.17,20,0.52,2022-12-01 05:54:16.426802,2023-12-01 05:54:16.426802,3,37,Male,Web,Credit Card,No,Active,+1-590-517-6206,Eric Moore,0.00048494706,Low
324,324,324,EC-2024-000325,Kathleen,Lee,kathleen_lee@outlook.com,Digital,Annual,Yes,1.49,8,1,No,0.21,9.18,Asia,Politics,0.49,0,Tablet,Manual,No Data,0.37,-78,0.5,2024-05-18 05:54:16.426806,2025-05-18 05:54:16.426806,5,57,Female,Mobile App,PayPal,No,Active,+91-9336725164,Kathleen Lee,0.00018533722,Low
325,325,325,EC-2023-000326,Samantha,Johnson,samantha_johnson@gmail.com,Digital+Print,Monthly,Yes,0.06,7,0,No,0.11,22.47,Europe,Environment,0.96,0,Mobile,Manual,No Data,0.37,-54,0.48,2023-04-29 05:54:16.426811,2024-04-28 05:54:16.426811,4,29,Female,Web,Credit Card,No,Active,+44-7131755481,Samantha Johnson,0.008876862,Low
326,326,326,EC-2022-000327,Stephen,Allen,stephen_allen@icloud.com,Digital,Monthly,Yes,3.52,19,1,Yes,0.68,9.95,Asia,Culture,0.92,2,Mobile,Auto,No Data,0.22,-26,-0.6,2022-11-14 05:54:16.426815,2023-11-14 05:54:16.426815,1,56,Male,Web,Credit Card,No,Active,+91-8174297907,Stephen Allen,0.0017411932,Low
327,327,327,EC-2025-000328,Kimberly,Harris,kimberly_harris@icloud.com,Digital,Annual,No,0.65,27,0,No,0.66,5.52,Others,Finance,0.36,0,Mobile,Auto,No Data,0.2,86,-0.95,2025-03-16 05:54:16.426819,2026-03-16 05:54:16.426819,2,63,Female,Mobile App,Credit Card,Yes,Cancelled,+56-6720835953,Kimberly Harris,0.9825319,Churned
328,328,328,EC-2023-000329,John,Baker,john_baker@icloud.com,Digital+Print,Monthly,Yes,3.14,0,1,Yes,0.95,9.77,North America,Environment,0.66,3,Desktop,Manual,Retention Offer,0.1,84,-0.39,2023-05-06 05:54:16.426823,2024-05-05 05:54:16.426823,5,45,Male,Web,PayPal,Yes,Active,+1-849-227-1056,John Baker,0.0001457105,Low
329,329,329,EC-2023-000330,Jonathan,Thomas,jonathan_thomas@mail.com,Digital+Print,Monthly,No,2.6,3,0,Yes,0.73,9.8,Europe,Politics,0.46,1,Desktop,Manual,Retention Offer,0.22,-8,-0.23,2023-10-13 05:54:16.426828,2024-10-12 05:54:16.426828,2,65,Male,Mobile App,Credit Card,Yes,Active,+44-7747166774,Jonathan Thomas,0.0021390386,Low
330,330,330,EC-2024-000331,Raymond,Taylor,raymond_taylor@hotmail.com,Digital,Monthly,No,4.02,13,0,No,0.05,10.64,North America,Culture,0.59,0,Desktop,Auto,Retention Offer,0.48,26,0.46,2024-11-27 05:54:16.426832,2025-11-27 05:54:16.426832,5,50,Male,Web,PayPal,No,Active,+1-947-813-2864,Raymond Taylor,0.001967371,Low
331,331,331,EC-2024-000332,Melissa,Brown,melissa_brown@yahoo.com,Digital+Print,Annual,No,2.55,24,2,No,0.88,12.65,Europe,Culture,0.91,0,Mobile,Manual,Retention Offer,0.47,-45,-0.05,2024-10-09 05:54:16.426836,2025-10-09 05:54:16.426836,3,27,Female,Web,Debit Card,Yes,Active,+44-7506569761,Melissa Brown,0.007831049,Low
332,332,332,EC-2024-000333,James,Davis,james_davis@yahoo.com,Digital,Monthly,Yes,2.51,1,2,No,0.86,5.84,Asia,Culture,0.67,1,Mobile,Auto,Newsletter Promo,0.21,54,-0.24,2024-06-12 05:54:16.426841,2025-06-12 05:54:16.426841,2,28,Male,Mobile App,Credit Card,Yes,Active,+91-7275722230,James Davis,3.3309163e-05,Low
333,333,333,EC-2024-000334,Amy,Flores,amy_flores@hotmail.com,Digital+Print,Annual,Yes,4.1,15,2,Yes,0.44,16.75,North America,Technology,0.53,1,Mobile,Manual,Newsletter Promo,0.04,-28,0.08,2024-01-21 05:54:16.426845,2025-01-20 05:54:16.426845,5,24,Female,Web,Credit Card,No,Active,+1-664-478-5552,Amy Flores,0.00020785513,Low
334,334,334,EC-2025-000335,Cynthia,Smith,cynthia_smith@yahoo.com,Digital,Annual,No,3.5,2,0,Yes,0.59,10.98,Europe,Politics,0.45,0,Desktop,Auto,Newsletter Promo,0.33,62,0.27,2025-04-18 05:54:16.426849,2026-04-18 05:54:16.426849,5,35,Other,Mobile App,Credit Card,Yes,Active,+44-7707172712,Cynthia Smith,0.0004596206,Low
335,335,335,EC-2023-000336,Jacob,Jackson,jacob_jackson@icloud.com,Digital,Monthly,Yes,3.47,25,1,No,0.98,12.91,Asia,Finance,0.86,1,Mobile,Auto,Retention Offer,0.16,82,0.39,2023-09-27 05:54:16.426853,2024-09-26 05:54:16.426853,4,36,Male,Web,Credit Card,No,Active,+91-9937226029,Jacob Jackson,0.0005431561,Low
336,336,336,EC-2024-000337,Jerry,Carter,jerry_carter@gmail.com,Digital+Print,Monthly,Yes,3.7,7,2,No,0.53,7.49,North America,Finance,0.74,0,Tablet,Auto,No Data,0.44,36,-0.21,2024-09-14 05:54:16.426858,2025-09-14 05:54:16.426858,4,31,Other,Web,Credit Card,Yes,Active,+1-930-549-6927,Jerry Carter,4.9111528e-05,Low
337,337,337,EC-2023-000338,Benjamin,Wilson,benjamin_wilson@icloud.com,Digital,Monthly,Yes,0.7,5,1,No,0.91,15.15,Asia,Culture,0.63,1,Mobile,Auto,Newsletter Promo,0.32,-83,-0.48,2023-08-05 05:54:16.426862,2024-08-04 05:54:16.426862,4,34,Male,Web,Credit Card,No,Active,+91-7652176116,Benjamin Wilson,0.0038088304,Low
338,338,338,EC-2024-000339,David,Martinez,david_martinez@mail.com,Digital,Monthly,No,4.14,15,2,Yes,0.08,8.97,Europe,Culture,0.45,4,Mobile,Manual,No Data,0.54,-57,-0.39,2024-05-31 05:54:16.426866,2025-05-31 05:54:16.426866,3,40,Male,Mobile App,Credit Card,No,Active,+44-7966145248,David Martinez,0.0020079147,Low
339,339,339,EC-2024-000340,Jennifer,Allen,jennifer_allen@mail.com,Digital+Print,Monthly,Yes,3.92,23,0,No,0.19,11.11,Others,Environment,0.53,1,Desktop,Auto,Retention Offer,0.36,48,0.06,2024-01-16 05:54:16.426870,2025-01-15 05:54:16.426870,2,36,Female,Web,Credit Card,No,Active,+62-9349122573,Jennifer Allen,0.00029845856,Low
340,340,340,EC-2025-000341,Katherine,Hernandez,katherine_hernandez@icloud.com,Digital,Monthly,Yes,1.47,15,1,No,0.44,6.27,North America,Politics,0.97,0,Mobile,Manual,No Data,0.28,-45,-0.53,2025-04-14 05:54:16.426875,2026-04-14 05:54:16.426875,3,62,Female,Web,PayPal,Yes,Active,+1-873-897-5772,Katherine Hernandez,0.021039782,Medium
341,341,341,EC-2025-000342,Christine,Jackson,christine_jackson@gmail.com,Digital,Monthly,No,2.63,6,0,Yes,0.58,6.01,North America,Culture,0.66,0,Mobile,Auto,Survey,0.11,75,0.47,2025-03-03 05:54:16.426879,2026-03-03 05:54:16.426879,1,20,Female,Web,Debit Card,Yes,Active,+1-555-941-2615,Christine Jackson,0.0035112079,Low
342,342,342,EC-2024-000343,Dennis,Miller,dennis_miller@gmail.com,Digital+Print,Annual,No,2.94,29,0,No,0.82,12.75,Europe,Environment,0.58,0,Mobile,Auto,No Data,0.2,-1,-0.52,2024-06-03 05:54:16.426883,2025-06-03 05:54:16.426883,5,51,Male,Mobile App,Credit Card,No,Active,+44-7687033996,Dennis Miller,0.00517231,Low
343,343,343,EC-2025-000344,Jennifer,Jackson,jennifer_jackson@yahoo.com,Digital+Print,Annual,Yes,2.8,12,1,No,0.99,8.23,North America,Culture,0.66,1,Mobile,Auto,No Data,0.38,-100,-0.78,2025-02-24 05:54:16.426887,2026-02-24 05:54:16.426887,5,42,Female,Web,PayPal,No,Active,+1-684-534-7247,Jennifer Jackson,5.100851e-06,Low
344,344,344,EC-2024-000345,Catherine,Young,catherine_young@icloud.com,Digital+Print,Annual,Yes,3.5,12,0,Yes,0.39,6.58,Others,Politics,0.85,1,Tablet,Auto,Survey,0.37,54,0.08,2024-09-11 05:54:16.426891,2025-09-11 05:54:16.426891,5,58,Female,Mobile App,Credit Card,No,Active,+20-7389710208,Catherine Young,9.4327144e-05,Low
345,345,345,EC-2025-000346,Timothy,Harris,timothy_harris@gmail.com,Digital+Print,Monthly,Yes,5.15,4,0,Yes,0.05,7.43,North America,Politics,0.54,2,Desktop,Auto,Newsletter Promo,0.23,-56,-0.14,2025-04-18 05:54:16.426896,2026-04-18 05:54:16.426896,4,48,Male,Referral,Credit Card,No,Active,+1-580-907-8599,Timothy Harris,0.00014599197,Low
346,346,346,EC-2023-000347,Rachel,Rivera,rachel_rivera@yahoo.com,Digital+Print,Monthly,Yes,4.62,24,0,No,0.8,12.8,Asia,Politics,0.43,1,Mobile,Auto,Survey,0.17,-38,0.24,2023-08-05 05:54:16.426899,2024-08-04 05:54:16.426899,5,56,Female,Web,Credit Card,No,Active,+91-8130181600,Rachel Rivera,0.0003564123,Low
347,347,347,EC-2024-000348,Mary,Smith,mary_smith@outlook.com,Digital+Print,Monthly,Yes,1.03,19,0,No,0.6,7.48,Europe,Technology,0.71,0,Desktop,Manual,No Data,0.56,-43,-0.25,2024-09-17 05:54:16.426904,2025-09-17 05:54:16.426904,4,31,Other,Web,Credit Card,No,Cancelled,+44-7126964734,Mary Smith,0.99460286,Churned
348,348,348,EC-2023-000349,Joshua,Rivera,joshua_rivera@icloud.com,Digital,Annual,Yes,3.93,21,1,No,0.2,9.53,North America,Technology,0.77,2,Mobile,Auto,No Data,0.06,67,0.2,2023-04-23 05:54:16.426909,2024-04-22 05:54:16.426909,1,54,Male,Mobile App,Credit Card,No,Active,+1-934-717-7253,Joshua Rivera,8.9634115e-05,Low
349,349,349,EC-2023-000350,Katherine,Anderson,katherine_anderson@gmail.com,Digital,Monthly,No,4.99,17,0,No,0.49,10.06,North America,Environment,0.8,0,Desktop,Auto,Newsletter Promo,0.09,-38,0.5,2023-08-01 05:54:16.426913,2024-07-31 05:54:16.426913,3,69,Female,Web,Credit Card,No,Cancelled,+1-339-376-8231,Katherine Anderson,0.994605,Churned
350,350,350,EC-2023-000351,Kimberly,King,kimberly_king@gmail.com,Digital,Annual,Yes,3.58,14,0,Yes,0.74,2.33,Europe,Finance,0.92,0,Tablet,Manual,No Data,0.22,-63,-0.31,2023-07-09 05:54:16.426917,2024-07-08 05:54:16.426917,3,64,Female,Mobile App,Debit Card,No,Active,+44-7323921495,Kimberly King,8.627105e-05,Low
351,351,351,EC-2023-000352,Victoria,Nelson,victoria_nelson@gmail.com,Espresso,Monthly,Yes,4.64,17,2,No,0.77,4.12,Europe,Finance,0.56,2,Desktop,Auto,No Data,0.68,-72,0.26,2023-04-20 05:54:16.426922,2024-04-19 05:54:16.426922,3,37,Female,Web,Credit Card,Yes,Active,+44-7692729879,Victoria Nelson,0.00067181094,Low
352,352,352,EC-2023-000353,Scott,King,scott_king@yahoo.com,Digital,Monthly,Yes,6.02,1,1,Yes,0.5,11.35,North America,Technology,0.35,2,Mobile,Auto,No Data,0.41,-61,0.9,2023-11-04 05:54:16.426926,2024-11-03 05:54:16.426926,4,49,Male,Web,PayPal,No,Active,+1-622-471-5640,Scott King,0.00044527528,Low
353,353,353,EC-2023-000354,Karen,Lopez,karen_lopez@hotmail.com,Digital+Print,Annual,Yes,4.54,9,0,Yes,0.31,7.05,Others,Culture,0.97,3,Mobile,Auto,No Data,0.39,46,0.39,2023-12-10 05:54:16.426931,2024-12-09 05:54:16.426931,2,50,Female,Referral,PayPal,No,Active,+31-5340570140,Karen Lopez,0.00023251474,Low
354,354,354,EC-2023-000355,Paul,Martin,paul_martin@hotmail.com,Digital,Monthly,Yes,3.37,22,0,No,0.97,14.23,North America,Environment,0.6,2,Mobile,Auto,Retention Offer,0.41,-13,-0.4,2023-11-24 05:54:16.426935,2024-11-23 05:54:16.426935,2,69,Other,Web,Credit Card,Yes,Active,+1-580-855-4541,Paul Martin,0.00036726677,Low
355,355,355,EC-2025-000356,Kevin,Wilson,kevin_wilson@mail.com,Digital+Print,Annual,No,4.57,12,0,No,0.66,13.87,Europe,Culture,0.74,0,Desktop,Auto,Newsletter Promo,0.73,-45,0.17,2025-03-06 05:54:16.426940,2026-03-06 05:54:16.426940,1,48,Male,Web,Credit Card,No,Active,+44-7340928665,Kevin Wilson,0.00020293065,Low
356,356,356,EC-2023-000357,Susan,Rodriguez,susan_rodriguez@mail.com,Digital,Annual,Yes,3.22,17,2,No,0.41,12.88,Europe,Finance,0.77,1,Desktop,Auto,Newsletter Promo,0.35,-57,-0.65,2023-06-01 05:54:16.426944,2024-05-31 05:54:16.426944,2,24,Female,Mobile App,Credit Card,No,Active,+44-7367690620,Susan Rodriguez,4.640491e-05,Low
357,357,357,EC-2023-000358,Stephanie,Johnson,stephanie_johnson@outlook.com,Digital,Monthly,No,3.04,14,1,Yes,0.28,17.28,North America,Technology,0.68,1,Mobile,Manual,Newsletter Promo,0.09,92,-0.58,2023-05-11 05:54:16.426948,2024-05-10 05:54:16.426948,1,22,Female,Referral,Credit Card,No,Active,+1-234-532-8457,Stephanie Johnson,0.0017080789,Low
358,358,358,EC-2023-000359,Ryan,Lewis,ryan_lewis@hotmail.com,Espresso,Monthly,Yes,2.47,11,1,Yes,0.73,9.67,Others,Culture,0.44,0,Tablet,Manual,Retention Offer,0.49,-1,0.75,2023-03-24 05:54:16.426952,2024-03-23 05:54:16.426952,5,21,Male,Web,Credit Card,Yes,Active,+25-2868964639,Ryan Lewis,0.00037325098,Low
359,359,359,EC-2024-000360,Brandon,Young,brandon_young@gmail.com,Digital+Print,Monthly,No,5.35,14,0,No,0.24,12.6,North America,Finance,0.83,0,Mobile,Auto,Retention Offer,0.09,40,0.2,2024-11-23 05:54:16.426957,2025-11-23 05:54:16.426957,3,28,Male,Referral,Credit Card,No,Active,+1-661-771-8768,Brandon Young,0.0011965767,Low
360,360,360,EC-2023-000361,Donna,Roberts,donna_roberts@icloud.com,Espresso,Annual,No,1.77,12,1,Yes,0.17,7.66,North America,Politics,0.86,0,Mobile,Manual,Newsletter Promo,0.07,57,0.77,2023-07-28 05:54:16.426961,2024-07-27 05:54:16.426961,4,36,Female,Mobile App,Credit Card,No,Cancelled,+1-836-883-9922,Donna Roberts,0.97802085,Churned
361,361,361,EC-2023-000362,Samuel,Brown,samuel_brown@mail.com,Digital,Monthly,Yes,5.3,17,1,No,0.53,19.81,North America,Politics,0.69,0,Mobile,Auto,No Data,0.35,-52,0.21,2023-10-07 05:54:16.426965,2024-10-06 05:54:16.426965,1,55,Male,Referral,Credit Card,No,Active,+1-233-900-3721,Samuel Brown,0.0002315272,Low
362,362,362,EC-2024-000363,Jacob,Rodriguez,jacob_rodriguez@hotmail.com,Digital,Monthly,No,3.75,14,2,Yes,0.29,17.93,Europe,Politics,0.64,1,Mobile,Auto,Retention Offer,0.09,14,-0.27,2024-03-20 05:54:16.426969,2025-03-20 05:54:16.426969,4,37,Male,Mobile App,Credit Card,No,Active,+44-7719976584,Jacob Rodriguez,0.0022583145,Low
363,363,363,EC-2024-000364,Melissa,Carter,melissa_carter@outlook.com,Digital,Monthly,Yes,0.9,24,1,No,0.63,10.05,Europe,Technology,0.38,2,Mobile,Auto,Survey,0.15,-26,0.02,2024-03-26 05:54:16.426974,2025-03-26 05:54:16.426974,4,44,Female,Mobile App,Credit Card,No,Cancelled,+44-7315293947,Melissa Carter,0.99267817,Churned
364,364,364,EC-2023-000365,Nicole,Smith,nicole_smith@outlook.com,Digital,Annual,Yes,3.55,22,1,No,0.12,11.55,Europe,Politics,0.36,1,Desktop,Auto,No Data,0.59,90,0.13,2023-05-23 05:54:16.426978,2024-05-22 05:54:16.426978,3,46,Female,Mobile App,Debit Card,No,Active,+44-7164773296,Nicole Smith,9.725581e-05,Low
365,365,365,EC-2022-000366,Daniel,Harris,daniel_harris@hotmail.com,Digital,Monthly,No,0.0,10,2,Yes,0.65,15.44,North America,Politics,0.54,1,Mobile,Auto,No Data,0.41,98,1.11,2022-10-13 05:54:16.426982,2023-10-13 05:54:16.426982,5,35,Male,Web,Credit Card,No,Cancelled,+1-718-236-5166,Daniel Harris,0.99829274,Churned
366,366,366,EC-2022-000367,Katherine,Lopez,katherine_lopez@icloud.com,Digital+Print,Annual,No,3.94,18,3,No,0.28,9.41,North America,Politics,0.52,0,Mobile,Auto,Retention Offer,0.05,62,0.35,2022-10-08 05:54:16.426986,2023-10-08 05:54:16.426986,5,54,Female,Referral,PayPal,No,Cancelled,+1-408-229-2008,Katherine Lopez,0.85036814,Churned
367,367,367,EC-2024-000368,Chloe,Campbell,chloe_campbell@outlook.com,Digital,Annual,Yes,4.33,2,2,No,0.0,7.37,Asia,Technology,0.97,0,Desktop,Manual,No Data,0.14,38,-0.37,2024-03-22 05:54:16.426991,2025-03-22 05:54:16.426991,2,69,Female,Web,Debit Card,No,Active,+91-7427574136,Chloe Campbell,3.3721495e-05,Low
368,368,368,EC-2022-000369,Donald,Taylor,donald_taylor@hotmail.com,Digital,Monthly,Yes,2.11,6,1,No,0.13,13.5,North America,Finance,0.85,0,Mobile,Manual,No Data,0.27,-52,-0.1,2022-11-11 05:54:16.426995,2023-11-11 05:54:16.426995,5,64,Male,Web,Credit Card,No,Active,+1-768-644-1735,Donald Taylor,1.8924138e-05,Low
369,369,369,EC-2023-000370,Sandra,Clark,sandra_clark@yahoo.com,Digital+Print,Monthly,Yes,3.19,20,2,No,0.93,10.31,Asia,Technology,0.76,1,Desktop,Auto,Survey,0.14,6,0.24,2023-09-19 05:54:16.426999,2024-09-18 05:54:16.426999,3,42,Female,Mobile App,Credit Card,No,Active,+91-9520209055,Sandra Clark,0.0005089738,Low
370,370,370,EC-2025-000371,Patricia,Nguyen,patricia_nguyen@yahoo.com,Digital+Print,Annual,Yes,5.93,25,1,No,0.87,10.73,North America,Politics,0.66,4,Mobile,Manual,No Data,0.34,10,-0.54,2025-01-30 05:54:16.427003,2026-01-30 05:54:16.427003,4,37,Female,Web,Credit Card,Yes,Active,+1-447-950-5336,Patricia Nguyen,2.6982705e-05,Low
371,371,371,EC-2022-000372,Brian,Smith,brian_smith@hotmail.com,Digital+Print,Monthly,Yes,2.24,13,0,Yes,0.23,6.66,Asia,Politics,0.42,1,Desktop,Manual,No Data,0.29,14,-0.01,2022-12-15 05:54:16.427007,2023-12-15 05:54:16.427007,1,23,Male,Mobile App,Debit Card,No,Active,+91-8447917454,Brian Smith,9.129164e-05,Low
372,372,372,EC-2023-000373,Deborah,Rodriguez,deborah_rodriguez@hotmail.com,Digital,Annual,Yes,1.41,13,0,No,0.78,3.13,North America,Finance,0.98,3,Tablet,Auto,No Data,0.27,67,-0.1,2023-09-14 05:54:16.427011,2024-09-13 05:54:16.427011,1,53,Female,Mobile App,PayPal,No,Active,+1-232-609-6946,Deborah Rodriguez,0.00020741859,Low
373,373,373,EC-2024-000374,Elizabeth,Harris,elizabeth_harris@icloud.com,Digital+Print,Monthly,Yes,5.22,21,1,No,0.61,10.94,Europe,Finance,0.56,1,Mobile,Auto,Retention Offer,0.34,-80,0.24,2024-10-25 05:54:16.427016,2025-10-25 05:54:16.427016,5,66,Female,Web,Credit Card,No,Active,+44-7766820029,Elizabeth Harris,0.0003043419,Low
374,374,374,EC-2023-000375,Patrick,Allen,patrick_allen@hotmail.com,Digital,Monthly,Yes,5.94,12,0,Yes,0.97,13.62,North America,Politics,0.37,0,Desktop,Auto,Retention Offer,0.16,-54,-0.05,2023-01-12 05:54:16.427021,2024-01-12 05:54:16.427021,2,32,Male,Web,PayPal,No,Active,+1-706-999-7090,Patrick Allen,9.32629e-05,Low
375,375,375,EC-2023-000376,Stephen,Scott,stephen_scott@outlook.com,Digital,Annual,No,3.01,11,1,No,0.37,9.1,North America,Politics,0.65,1,Desktop,Auto,No Data,0.19,-98,-0.7,2023-03-11 05:54:16.427025,2024-03-10 05:54:16.427025,1,35,Male,Mobile App,Credit Card,No,Active,+1-212-610-8471,Stephen Scott,0.00018366527,Low
376,376,376,EC-2022-000377,Matthew,Anderson,matthew_anderson@outlook.com,Espresso,Monthly,Yes,4.52,23,0,No,0.68,15.75,North America,Culture,0.91,1,Desktop,Auto,Retention Offer,0.33,57,-0.02,2022-11-16 05:54:16.427029,2023-11-16 05:54:16.427029,2,55,Male,Mobile App,Credit Card,No,Active,+1-684-658-5098,Matthew Anderson,0.00035631715,Low
377,377,377,EC-2025-000378,Anthony,Ramirez,anthony_ramirez@icloud.com,Digital,Monthly,Yes,5.01,8,1,Yes,0.06,7.18,North America,Technology,0.92,2,Mobile,Auto,Retention Offer,0.73,26,0.38,2025-02-09 05:54:16.427033,2026-02-09 05:54:16.427033,1,42,Male,Mobile App,PayPal,No,Active,+1-289-850-5442,Anthony Ramirez,0.0003796199,Low
378,378,378,EC-2024-000379,James,Miller,james_miller@outlook.com,Digital,Monthly,Yes,1.89,0,3,Yes,0.4,5.78,North America,Politics,0.31,2,Mobile,Auto,No Data,0.47,-34,0.72,2024-12-05 05:54:16.427037,2025-12-05 05:54:16.427037,2,37,Male,Web,PayPal,Yes,Cancelled,+1-734-995-7211,James Miller,0.9991431,Churned
379,379,379,EC-2023-000380,Dennis,Taylor,dennis_taylor@yahoo.com,Digital+Print,Monthly,Yes,2.27,18,3,Yes,0.96,9.73,Europe,Politics,0.92,1,Desktop,Auto,Newsletter Promo,0.33,-39,0.48,2023-07-28 05:54:16.427042,2024-07-27 05:54:16.427042,2,39,Male,Referral,Credit Card,No,Cancelled,+44-7511447140,Dennis Taylor,0.9639025,Churned
380,380,380,EC-2025-000381,Karen,Williams,karen_williams@yahoo.com,Digital+Print,Monthly,Yes,4.85,10,2,Yes,0.54,9.67,Europe,Environment,0.49,0,Desktop,Auto,No Data,0.17,64,-0.8,2025-04-15 05:54:16.427046,2026-04-15 05:54:16.427046,4,68,Female,Web,PayPal,No,Active,+44-7600306757,Karen Williams,0.00037093094,Low
381,381,381,EC-2023-000382,Gary,Lewis,gary_lewis@gmail.com,Digital+Print,Monthly,Yes,5.53,22,1,No,0.29,13.08,Asia,Technology,0.33,1,Mobile,Auto,Survey,0.41,49,-0.67,2023-08-07 05:54:16.427050,2024-08-06 05:54:16.427050,3,29,Male,Web,Credit Card,No,Active,+91-9408631175,Gary Lewis,0.0004120953,Low
382,382,382,EC-2025-000383,Patricia,Ramirez,patricia_ramirez@yahoo.com,Digital,Annual,Yes,3.84,21,1,Yes,0.12,6.9,Europe,Finance,0.89,2,Mobile,Auto,Newsletter Promo,0.15,-70,-0.53,2025-04-27 05:54:16.427054,2026-04-27 05:54:16.427054,1,58,Female,Web,PayPal,No,Active,+44-7394046787,Patricia Ramirez,0.00047778097,Low
